uid,day,1,2,3,4,5,6,7,8
29c3f09ac61a428590356185b10321a6,5,F,F,F,F,F,F,F,F
59e77b19ed6a4b7db34b43cefdaae7d9,0,F,F,F,F,F,F,F,F
59e77b19ed6a4b7db34b43cefdaae7d9,1,F,F,F,F,F,F,F,F
59e77b19ed6a4b7db34b43cefdaae7d9,2,F,F,F,F,F,F,F,F
59e77b19ed6a4b7db34b43cefdaae7d9,3,F,F,F,F,F,F,F,F
59e77b19ed6a4b7db34b43cefdaae7d9,4,F,F,11D,10E,8D,7D,10C,9B
59e77b19ed6a4b7db34b43cefdaae7d9,5,F,F,F,F,F,F,F,F
85287a5292b9487885bf7cd3fc9d468a,0,F,F,F,F,F,F,F,F
85287a5292b9487885bf7cd3fc9d468a,1,F,F,F,F,F,F,F,F
85287a5292b9487885bf7cd3fc9d468a,2,F,F,F,F,F,F,F,F
85287a5292b9487885bf7cd3fc9d468a,3,F,F,F,F,F,F,F,F
85287a5292b9487885bf7cd3fc9d468a,4,F,6D,8B,F,F,F,10A,F
85287a5292b9487885bf7cd3fc9d468a,5,F,F,F,F,F,F,F,F
0853e1c3af4b468b8f90cc371c61b2fd,0,F,F,F,F,F,F,F,F
0853e1c3af4b468b8f90cc371c61b2fd,1,F,F,F,F,F,F,F,F
0853e1c3af4b468b8f90cc371c61b2fd,2,F,F,F,F,F,F,F,F
0853e1c3af4b468b8f90cc371c61b2fd,3,F,F,F,F,F,F,F,F
0853e1c3af4b468b8f90cc371c61b2fd,4,F,F,6E,F,7B,8E,10B,F
0853e1c3af4b468b8f90cc371c61b2fd,5,F,F,F,F,F,F,F,F
188462ae4cab42a7ae724f38c61a168c,0,F,F,F,F,F,F,F,F
188462ae4cab42a7ae724f38c61a168c,1,F,F,F,F,F,F,F,F
188462ae4cab42a7ae724f38c61a168c,2,F,F,F,F,F,F,F,F
188462ae4cab42a7ae724f38c61a168c,3,F,F,F,F,F,F,F,F
188462ae4cab42a7ae724f38c61a168c,4,F,F,9C,F,10C,F,6D,9C
188462ae4cab42a7ae724f38c61a168c,5,F,F,F,F,F,F,F,F
fa28f72e66d641e88cb01b64d0994512,0,F,F,F,F,F,F,F,F
fa28f72e66d641e88cb01b64d0994512,1,F,F,F,F,F,F,F,F
fa28f72e66d641e88cb01b64d0994512,2,F,F,F,F,F,F,F,F
fa28f72e66d641e88cb01b64d0994512,3,F,F,F,F,F,F,F,F
fa28f72e66d641e88cb01b64d0994512,4,F,F,F,6B,8DE,7DE,8A,F
fa28f72e66d641e88cb01b64d0994512,5,F,F,F,F,F,F,F,F
6ee20e316741455fb73a87260c87b68d,0,F,F,F,F,F,F,F,F
6ee20e316741455fb73a87260c87b68d,1,F,F,F,F,F,F,F,F
6ee20e316741455fb73a87260c87b68d,2,F,F,F,F,F,F,F,F
6ee20e316741455fb73a87260c87b68d,3,F,F,F,F,F,F,F,F
6ee20e316741455fb73a87260c87b68d,4,F,F,F,6B,8E,7E,8A,F
6ee20e316741455fb73a87260c87b68d,5,F,F,F,F,F,F,F,F
b1994688c94b44bea8ca1cf52ffe3bf8,0,F,F,F,F,F,F,F,F
b1994688c94b44bea8ca1cf52ffe3bf8,1,F,F,F,F,F,F,F,F
b1994688c94b44bea8ca1cf52ffe3bf8,2,F,F,F,F,F,F,F,F
b1994688c94b44bea8ca1cf52ffe3bf8,3,F,F,F,F,F,F,F,F
b1994688c94b44bea8ca1cf52ffe3bf8,4,8C,F,9A,6C,7E,9D,10D,7D
b1994688c94b44bea8ca1cf52ffe3bf8,5,F,F,F,F,F,F,F,F
760a34d547dd4957a2501e0af249a56e,0,F,F,F,F,F,F,F,F
760a34d547dd4957a2501e0af249a56e,1,F,F,F,F,F,F,F,F
760a34d547dd4957a2501e0af249a56e,2,F,F,F,F,F,F,F,F
760a34d547dd4957a2501e0af249a56e,3,F,F,F,F,F,F,F,F
760a34d547dd4957a2501e0af249a56e,4,7C,8D,6B,F,8E,7E,9B,7A
760a34d547dd4957a2501e0af249a56e,5,F,F,F,F,F,F,F,F
a9cf3ac532ed496da1a88c84bf01c3be,0,F,F,F,F,F,F,F,F
a9cf3ac532ed496da1a88c84bf01c3be,1,F,F,F,F,F,F,F,F
a9cf3ac532ed496da1a88c84bf01c3be,2,F,F,F,F,F,F,F,F
a9cf3ac532ed496da1a88c84bf01c3be,3,F,F,F,F,F,F,F,F
a9cf3ac532ed496da1a88c84bf01c3be,4,F,6C,7B,7B,F,9A,9D,9D
a9cf3ac532ed496da1a88c84bf01c3be,5,F,F,F,F,F,F,F,F
ebca7cfc76914b0e8253b048eb30a53a,0,F,F,F,F,F,F,F,F
ebca7cfc76914b0e8253b048eb30a53a,1,F,F,F,F,F,F,F,F
ebca7cfc76914b0e8253b048eb30a53a,2,F,F,F,F,F,F,F,F
ebca7cfc76914b0e8253b048eb30a53a,3,F,F,F,F,F,F,F,F
ebca7cfc76914b0e8253b048eb30a53a,4,F,F,7A,7A,F,F,8C,8C
ebca7cfc76914b0e8253b048eb30a53a,5,F,F,F,F,F,F,F,F
eb9147c82c13469982ce92fc5f1814fd,0,F,F,F,F,F,F,F,F
eb9147c82c13469982ce92fc5f1814fd,1,F,F,F,F,F,F,F,F
eb9147c82c13469982ce92fc5f1814fd,2,F,F,F,F,F,F,F,F
eb9147c82c13469982ce92fc5f1814fd,3,F,F,F,F,F,F,F,F
eb9147c82c13469982ce92fc5f1814fd,4,F,6E,7C,7C,F,8B,9E,9E
eb9147c82c13469982ce92fc5f1814fd,5,F,F,F,F,F,F,F,F
